Time(Iteration),CascadeUCB
0,1.0
1,1.0
2,2.0
3,2.0
4,2.0
5,4.0
6,4.0
7,4.0
8,4.0
9,6.0
10,6.0
11,6.0
12,6.0
13,6.0
14,6.0
15,6.0
16,6.0
17,6.0
18,6.0
19,6.0
20,6.0
21,6.0
22,6.0
23,6.0
24,6.0
25,7.0
26,7.0
27,7.0
28,8.0
29,8.0
30,8.0
31,8.0
32,8.0
33,8.0
34,8.0
35,8.0
36,8.0
37,8.0
38,8.0
39,8.0
40,9.0
41,9.0
42,11.0
43,11.0
44,12.0
45,12.0
46,13.0
47,14.0
48,14.0
49,14.0
50,14.0
51,14.0
52,14.0
53,14.0
54,15.0
55,16.0
56,16.0
57,16.0
58,16.0
59,16.0
60,16.0
61,17.0
62,17.0
63,18.0
64,18.0
65,18.0
66,18.0
67,18.0
68,18.0
69,19.0
70,19.0
71,19.0
72,19.0
73,19.0
74,19.0
75,19.0
76,20.0
77,20.0
78,21.0
79,22.0
80,22.0
81,22.0
82,22.0
83,22.0
84,22.0
85,24.0
86,25.0
87,25.0
88,25.0
89,25.0
90,25.0
91,25.0
92,25.0
93,25.0
94,25.0
95,26.0
96,26.0
97,27.0
98,27.0
99,27.0
100,27.0
101,28.0
102,28.0
103,28.0
104,28.0
105,28.0
106,30.0
107,30.0
108,30.0
109,30.0
110,30.0
111,31.0
112,31.0
113,31.0
114,31.0
115,31.0
116,32.0
117,33.0
118,33.0
119,33.0
120,33.0
121,35.0
122,36.0
123,37.0
124,37.0
125,37.0
126,37.0
127,37.0
128,37.0
129,38.0
130,39.0
131,39.0
132,39.0
133,40.0
134,41.0
135,41.0
136,41.0
137,41.0
138,42.0
139,42.0
140,43.0
141,43.0
142,45.0
143,45.0
144,45.0
145,45.0
146,45.0
147,45.0
148,46.0
149,46.0
150,47.0
151,48.0
152,48.0
153,48.0
154,48.0
155,49.0
156,50.0
157,50.0
158,50.0
159,50.0
160,50.0
161,50.0
162,50.0
163,50.0
164,50.0
165,50.0
166,50.0
167,50.0
168,51.0
169,51.0
170,51.0
171,51.0
172,52.0
173,53.0
174,54.0
175,54.0
176,54.0
177,54.0
178,55.0
179,55.0
180,55.0
181,55.0
182,55.0
183,55.0
184,56.0
185,56.0
186,56.0
187,57.0
188,57.0
189,57.0
190,57.0
191,57.0
192,58.0
193,58.0
194,59.0
195,60.0
196,60.0
197,61.0
198,61.0
199,61.0
200,61.0
201,61.0
202,62.0
203,62.0
204,62.0
205,62.0
206,63.0
