Time(Iteration),CascadeUCB
0,2.0
1,3.0
2,5.0
3,7.0
4,9.0
5,12.0
6,13.0
7,14.0
8,18.0
9,19.0
10,24.0
11,29.0
12,31.0
13,33.0
14,34.0
15,38.0
16,42.0
17,46.0
18,50.0
19,53.0
20,56.0
21,56.0
22,59.0
23,62.0
24,62.0
25,66.0
26,67.0
27,72.0
28,75.0
29,78.0
30,82.0
31,85.0
32,91.0
33,94.0
34,95.0
35,98.0
36,102.0
37,105.0
38,109.0
39,112.0
40,116.0
41,117.0
42,121.0
43,125.0
44,126.0
45,129.0
46,129.0
47,132.0
48,136.0
49,140.0
50,142.0
51,143.0
52,145.0
53,148.0
54,150.0
55,151.0
56,153.0
57,157.0
58,158.0
59,163.0
60,165.0
61,167.0
62,171.0
63,172.0
64,177.0
65,179.0
66,182.0
67,183.0
68,185.0
69,191.0
70,194.0
71,197.0
72,199.0
73,203.0
74,204.0
75,208.0
76,210.0
77,211.0
78,213.0
79,217.0
80,220.0
81,224.0
82,228.0
83,230.0
84,232.0
85,235.0
86,236.0
87,239.0
88,241.0
89,244.0
90,248.0
91,249.0
92,252.0
93,255.0
94,258.0
95,264.0
96,265.0
97,267.0
98,268.0
99,271.0
100,274.0
101,274.0
102,278.0
103,280.0
104,283.0
105,287.0
106,287.0
107,290.0
108,296.0
109,299.0
110,300.0
111,302.0
112,305.0
113,306.0
114,307.0
115,307.0
116,311.0
117,313.0
118,316.0
119,317.0
120,320.0
121,323.0
122,324.0
123,325.0
124,331.0
125,334.0
126,336.0
127,339.0
128,345.0
129,350.0
130,353.0
131,355.0
132,357.0
133,358.0
134,359.0
135,361.0
136,362.0
137,365.0
138,366.0
139,368.0
140,371.0
141,373.0
142,376.0
143,381.0
144,383.0
145,388.0
146,390.0
147,391.0
148,394.0
149,399.0
150,401.0
151,403.0
152,405.0
153,407.0
154,413.0
155,417.0
156,419.0
157,422.0
158,423.0
159,426.0
160,428.0
161,428.0
162,430.0
163,431.0
164,434.0
165,438.0
166,440.0
167,441.0
168,444.0
169,445.0
170,447.0
171,448.0
172,450.0
173,450.0
174,451.0
175,453.0
176,460.0
177,463.0
178,463.0
179,464.0
180,467.0
181,468.0
182,470.0
183,472.0
184,473.0
185,474.0
186,478.0
187,480.0
188,484.0
189,487.0
190,488.0
191,490.0
192,494.0
193,496.0
194,498.0
195,500.0
196,501.0
197,504.0
198,506.0
199,510.0
200,514.0
201,519.0
202,519.0
203,520.0
204,522.0
205,524.0
206,525.0
207,525.0
208,527.0
209,528.0
210,530.0
211,533.0
212,534.0
213,535.0
214,537.0
215,538.0
216,540.0
217,542.0
218,546.0
219,548.0
220,549.0
221,551.0
222,554.0
223,559.0
224,565.0
225,570.0
226,572.0
227,573.0
228,573.0
229,576.0
230,580.0
231,584.0
232,588.0
233,591.0
234,594.0
235,595.0
236,597.0
237,604.0
238,609.0
239,612.0
240,617.0
241,620.0
242,621.0
243,624.0
244,627.0
245,631.0
246,632.0
247,633.0
248,636.0
249,638.0
250,642.0
251,644.0
252,647.0
253,652.0
254,654.0
255,657.0
256,658.0
257,660.0
258,662.0
259,666.0
260,668.0
261,671.0
262,674.0
263,678.0
264,681.0
265,685.0
266,688.0
267,690.0
268,692.0
269,696.0
270,701.0
271,707.0
272,707.0
273,709.0
274,713.0
275,716.0
276,718.0
277,719.0
278,723.0
279,724.0
280,728.0
281,732.0
282,733.0
283,734.0
284,737.0
285,741.0
286,744.0
287,746.0
288,747.0
289,750.0
290,751.0
291,755.0
292,755.0
293,761.0
294,764.0
295,769.0
296,771.0
297,774.0
298,777.0
299,780.0
300,783.0
301,785.0
302,787.0
303,790.0
304,793.0
305,795.0
306,795.0
307,797.0
308,799.0
309,799.0
310,801.0
311,805.0
312,807.0
313,811.0
314,814.0
315,818.0
316,820.0
317,821.0
318,822.0
319,823.0
320,825.0
321,828.0
322,832.0
323,836.0
324,839.0
325,842.0
326,845.0
327,846.0
328,846.0
329,850.0
330,851.0
331,854.0
332,857.0
333,860.0
334,862.0
335,867.0
336,870.0
337,872.0
338,873.0
339,875.0
340,878.0
341,881.0
342,883.0
343,885.0
344,887.0
345,890.0
346,894.0
347,896.0
348,899.0
349,900.0
350,903.0
351,908.0
352,909.0
353,911.0
354,916.0
355,919.0
356,922.0
357,924.0
358,925.0
359,929.0
360,931.0
361,934.0
362,938.0
363,941.0
364,944.0
365,946.0
366,948.0
367,949.0
368,950.0
369,951.0
370,952.0
371,955.0
372,956.0
373,957.0
374,957.0
375,957.0
376,959.0
377,963.0
378,964.0
379,965.0
380,966.0
381,971.0
382,972.0
383,975.0
384,976.0
385,977.0
386,980.0
387,982.0
388,982.0
389,985.0
390,987.0
391,990.0
392,991.0
393,995.0
394,997.0
395,1000.0
396,1005.0
397,1010.0
398,1011.0
399,1014.0
400,1017.0
401,1018.0
402,1022.0
403,1025.0
404,1030.0
405,1032.0
406,1036.0
407,1036.0
408,1037.0
409,1040.0
410,1041.0
411,1042.0
412,1045.0
413,1048.0
414,1052.0
415,1055.0
416,1057.0
417,1059.0
418,1060.0
419,1061.0
420,1064.0
421,1068.0
422,1069.0
423,1070.0
424,1072.0
425,1075.0
426,1078.0
427,1083.0
428,1087.0
429,1089.0
430,1094.0
431,1096.0
432,1099.0
433,1104.0
434,1106.0
435,1109.0
436,1112.0
437,1114.0
438,1116.0
439,1118.0
440,1120.0
441,1122.0
442,1124.0
443,1126.0
444,1130.0
445,1132.0
446,1135.0
447,1136.0
448,1138.0
449,1139.0
450,1141.0
451,1143.0
452,1146.0
453,1150.0
454,1154.0
455,1157.0
456,1159.0
457,1162.0
458,1165.0
459,1166.0
460,1170.0
461,1171.0
462,1171.0
463,1174.0
464,1178.0
465,1179.0
466,1181.0
467,1183.0
468,1187.0
469,1189.0
470,1189.0
471,1190.0
472,1193.0
473,1196.0
474,1200.0
475,1205.0
476,1207.0
477,1211.0
478,1214.0
479,1217.0
480,1223.0
481,1225.0
482,1231.0
483,1234.0
484,1234.0
485,1235.0
486,1238.0
487,1240.0
488,1242.0
489,1246.0
490,1250.0
491,1254.0
492,1257.0
493,1260.0
494,1263.0
495,1264.0
496,1267.0
497,1269.0
498,1270.0
499,1271.0
500,1275.0
501,1279.0
502,1281.0
503,1284.0
504,1287.0
505,1290.0
506,1291.0
507,1294.0
508,1298.0
509,1302.0
510,1306.0
511,1310.0
512,1311.0
513,1312.0
514,1316.0
515,1318.0
516,1320.0
517,1321.0
518,1322.0
519,1326.0
520,1328.0
521,1332.0
522,1334.0
523,1336.0
524,1339.0
525,1341.0
526,1344.0
527,1345.0
528,1347.0
529,1348.0
530,1350.0
531,1351.0
532,1353.0
533,1354.0
534,1357.0
535,1359.0
536,1362.0
537,1363.0
538,1365.0
539,1367.0
540,1369.0
541,1371.0
542,1373.0
543,1373.0
544,1374.0
545,1377.0
546,1378.0
547,1379.0
548,1383.0
549,1385.0
550,1387.0
551,1389.0
552,1391.0
553,1392.0
554,1394.0
