Time(Iteration),LinUCBCoTheta,,,,,,
0,0.748783843003,,,,,,
1,0.732217866081,,,,,,
2,0.724816543359,,,,,,
3,0.701338413322,,,,,,
4,0.685270920667,,,,,,
5,0.673291636637,,,,,,
6,0.660522685388,,,,,,
7,0.652550662778,,,,,,
8,0.637528478767,,,,,,
9,0.611026180057,,,,,,
10,0.582686636455,,,,,,
11,0.57677830229,,,,,,
12,0.567956247482,,,,,,
13,0.545617811091,,,,,,
14,0.534733850753,,,,,,
15,0.517426595146,,,,,,
16,0.508944947331,,,,,,
17,0.501900463613,,,,,,
18,0.490815010623,,,,,,
19,0.481919174763,,,,,,
20,0.463172104867,,,,,,
21,0.445552746218,,,,,,
22,0.442164432781,,,,,,
23,0.432765686388,,,,,,
24,0.428448069002,,,,,,
25,0.422682570436,,,,,,
26,0.406773625883,,,,,,
27,0.401075399177,,,,,,
28,0.389409599518,,,,,,
29,0.374869864509,,,,,,
30,0.351885882946,,,,,,
31,0.335346276657,,,,,,
32,0.328201620285,,,,,,
33,0.320485606294,,,,,,
34,0.309131247027,,,,,,
35,0.306948335897,,,,,,
36,0.296267646588,,,,,,
37,0.288042496753,,,,,,
38,0.284627268999,,,,,,
39,0.2742200059,,,,,,
40,0.271224946205,,,,,,
41,0.262157213939,,,,,,
42,0.252126631212,,,,,,
43,0.25048983221,,,,,,
44,0.239252994021,,,,,,
45,0.232382956272,,,,,,
46,0.228641711162,,,,,,
47,0.22289061306,,,,,,
48,0.219870272728,,,,,,
49,0.217755422748,,,,,,
50,0.207350891529,,,,,,
51,0.20645314924,,,,,,
52,0.197366015246,,,,,,
53,0.193268517203,,,,,,
54,0.189369116109,,,,,,
55,0.183787598523,,,,,,
56,0.182676677466,,,,,,
57,0.178641054943,,,,,,
58,0.177526304878,,,,,,
59,0.176963909661,,,,,,
60,0.173601738302,,,,,,
61,0.172073104638,,,,,,
62,0.169386575177,,,,,,
63,0.168122781143,,,,,,
64,0.166550034774,,,,,,
65,0.164489665137,,,,,,
66,0.162671037682,,,,,,
67,0.160195914257,,,,,,
68,0.158669352287,,,,,,
69,0.15595953778,,,,,,
70,0.149588180341,,,,,,
71,0.148449751912,,,,,,
72,0.146354609275,,,,,,
73,0.14609075668,,,,,,
74,0.145386143416,,,,,,
75,0.144621756726,,,,,,
76,0.143796418694,,,,,,
77,0.141790808752,,,,,,
78,0.139276239758,,,,,,
79,0.135633177651,,,,,,
80,0.133310615181,,,,,,
81,0.132003690424,,,,,,
82,0.125564144874,,,,,,
83,0.123709931802,,,,,,
84,0.123176941925,,,,,,
85,0.121262116391,,,,,,
86,0.119355491999,,,,,,
87,0.118180644784,,,,,,
88,0.117997058258,,,,,,
89,0.113722582479,,,,,,
90,0.113613198148,,,,,,
91,0.113292715539,,,,,,
92,0.1126875572,,,,,,
93,0.112762500373,,,,,,
94,0.111978255139,,,,,,
95,0.110320801887,,,,,,
96,0.110253199171,,,,,,
97,0.10906653688,,,,,,
98,0.106499073129,,,,,,
99,0.104077092355,,,,,,
