Time(Iteration),LinUCB
148,29.4788033619
149,29.4987477416
150,29.4987477416
151,29.4987477416
152,29.5226026233
153,29.5390485655
154,29.5472056373
155,29.5876871329
156,29.6557151729
157,29.6557151729
158,29.6889049385
159,29.6889049385
160,29.7470562719
161,29.7692225477
162,29.8026636523
163,29.8026636523
164,29.8026636523
165,29.8461961254
166,29.8802016412
167,29.8915641999
168,29.8915641999
169,29.892197403
170,29.8933777034
171,29.9088474326
172,29.9708445914
173,30.0160666543
174,30.0160666543
175,30.0160666543
176,30.1152426444
177,30.1190770758
178,30.1433539018
179,30.2093349224
180,30.2560853742
181,30.2669133194
182,30.2669133194
183,30.2844145598
184,30.3005170153
185,30.3005170153
186,30.3169648442
187,30.3169648442
188,30.3249831422
189,30.38141716
190,30.4043865473
191,30.4043865473
192,30.4089006911
193,30.427458741
194,30.4275452987
195,30.4375483164
196,30.5059510729
197,30.5494996933
198,30.5494996933
199,30.5494996933
200,30.564226613
201,30.6010921276
202,30.631465964
203,30.631465964
204,30.6356137745
205,30.7160623185
206,30.7160623185
207,30.7425142281
208,30.8013429258
209,30.8013429258
210,30.8013429258
211,30.8013429258
212,30.8061682509
213,30.8751585593
214,30.8994321612
215,30.9145937927
216,31.0050969645
217,31.0050969645
218,31.0715566395
219,31.0715566395
220,31.2146301158
221,31.2146301158
222,31.2252625148
223,31.2326119835
224,31.2335407945
225,31.2734026218
226,31.2734026218
227,31.2903665046
228,31.2903665046
229,31.3029733184
230,31.3246893145
231,31.3266057748
232,31.3987933617
233,31.3987933617
234,31.3987933617
235,31.4141381489
236,31.568342385
237,31.7757399752
238,31.7757399752
239,31.7757399752
240,31.7799720246
241,31.8450391337
242,31.915271772
243,31.915271772
244,31.9184068683
245,31.9754079158
246,31.977702277
247,31.977702277
248,31.9930122548
249,31.9930122548
250,31.9930122548
251,31.9930122548
252,31.9930122548
253,32.0331486441
254,32.0331486441
255,32.0331486441
256,32.0415250536
257,32.0415250536
258,32.0613997019
259,32.1139946634
260,32.13958557
261,32.1434874432
262,32.1668121416
263,32.1821643903
264,32.1981924099
265,32.2134362674
266,32.2303052113
267,32.2303052113
268,32.23493801
269,32.2691118168
270,32.275060913
271,32.3159554318
272,32.3594995486
273,32.3594995486
274,32.3594995486
275,32.384208582
276,32.5278646924
277,32.5356378047
278,32.5870858959
279,32.5870858959
280,32.6086283347
281,32.6375175197
282,32.6714696014
283,32.6714696014
284,32.685378587
285,32.6941640343
286,32.8057075014
287,32.8235636175
288,32.8235636175
289,32.8235636175
290,32.903465243
291,32.903465243
292,32.9208538766
293,32.9208538766
294,32.9219448851
295,32.9238687602
296,32.9238687602
297,32.9238687602
298,32.9238687602
299,32.9238687602
300,32.9625119903
301,32.9635376093
302,33.0346930805
303,33.0394621087
304,33.0466814615
305,33.0544598136
306,33.0544598136
307,33.0880669549
308,33.0880669549
309,33.167977262
310,33.167977262
311,33.2085708297
312,33.2154027811
313,33.2449789291
314,33.2449789291
315,33.2449789291
316,33.2488646454
317,33.4159348886
318,33.4159348886
319,33.4328404901
320,33.4540202359
321,33.4962099648
322,33.5131615706
323,33.5333276735
324,33.5391801727
325,33.5391801727
326,33.5391801727
327,33.5699748499
328,33.5699748499
329,33.5699748499
330,33.5699748499
331,33.5734564184
332,33.5752249601
333,33.5936321326
334,33.6074381056
335,33.6074381056
336,33.6142456269
337,33.6142456269
338,33.67265998
339,33.7591683069
340,33.7591683069
341,33.7610701154
342,33.7610701154
343,33.7610701154
344,33.7631672762
345,33.7998125676
346,33.8149198812
347,33.8180786595
348,33.8180786595
349,33.8180786595
350,33.8276626536
351,33.8326431615
352,33.8326431615
353,33.8326431615
354,33.8436627759
355,33.8813831142
356,33.9608153955
357,34.0332533545
358,34.0332533545
359,34.0332533545
360,34.1014157078
361,34.1014157078
362,34.116944078
363,34.116944078
364,34.1277413371
365,34.1277413371
366,34.1277413371
367,34.1277413371
368,34.1377165341
369,34.1377165341
370,34.1492848239
371,34.1492848239
372,34.1492848239
373,34.1533413919
374,34.185626609
375,34.1990524682
376,34.2010509269
377,34.2107147732
378,34.2133211908
379,34.2714583043
380,34.3310758
381,34.3310758
382,34.3860446114
383,34.3860446114
384,34.4292027968
385,34.4410656822
386,34.4643996159
387,34.4768007186
388,34.4768007186
389,34.4768007186
390,34.4798686003
391,34.5774601376
392,34.5774601376
393,34.5847367626
394,34.5958199853
395,34.6203500621
396,34.6266333242
397,34.6410128654
398,34.6461128236
399,34.6735040032
400,34.6876783335
401,34.6977534832
402,34.6977534832
403,34.7212755277
404,34.7512928925
405,34.7512928925
406,34.7802096571
407,34.7827871019
408,34.7827871019
409,34.7827871019
410,34.7827871019
411,34.8331599333
412,34.8331599333
413,34.8331599333
414,34.846362259
415,34.875161224
416,34.8761852262
417,34.9085543023
418,34.9438574875
419,34.9438574875
420,34.9438574875
421,35.0056681005
422,35.1239996795
423,35.1239996795
424,35.1239996795
425,35.1239996795
426,35.1239996795
427,35.2167651668
428,35.2174305492
429,35.2174305492
430,35.2700522857
431,35.2806128855
432,35.2806128855
433,35.2806128855
434,35.2829207399
435,35.3406808368
436,35.3570859313
437,35.3795912693
438,35.430213652
439,35.430213652
440,35.4545372036
441,35.4614477739
442,35.4625885769
443,35.4625885769
444,35.581661948
445,35.5843267997
446,35.5843267997
447,35.5843267997
448,35.5853752991
449,35.6258148633
450,35.6462829703
451,35.6462829703
452,35.6473257702
453,35.6473257702
454,35.66951915
455,35.7363753416
456,35.7529879558
457,35.7529879558
458,35.7529879558
459,35.7529879558
460,35.7898514965
461,35.7972491767
462,35.7972491767
463,35.8015471971
464,35.8015471971
465,35.8133497944
466,35.8158264619
467,35.8158264619
468,35.8158264619
469,35.8643194662
470,35.8740711035
471,35.8809617994
472,35.8809617994
473,35.8809617994
474,35.8809617994
475,35.8977062685
476,35.8977062685
477,35.9104354428
478,35.9115520687
479,35.9115520687
480,35.9115520687
481,35.9612306417
482,35.9612306417
483,35.9646929177
484,35.9691071076
485,35.9773721553
486,35.9773721553
487,35.9773721553
488,36.0461568479
489,36.0461568479
490,36.0461568479
491,36.0461568479
492,36.0461568479
493,36.0461568479
494,36.0697542616
495,36.0872175033
496,36.0872175033
497,36.1079764448
498,36.1079764448
499,36.1079764448
500,36.1079764448
501,36.1079764448
502,36.1089910672
503,36.1130166807
504,36.1148420444
505,36.1148420444
506,36.1302873732
507,36.1302873732
508,36.1302873732
509,36.1562367628
510,36.1562367628
511,36.2245679403
512,36.2314156366
513,36.2314156366
514,36.2482280455
515,36.2482280455
516,36.2904639204
517,36.2904639204
518,36.2957621541
519,36.2957621541
520,36.3020809628
521,36.3020809628
522,36.3030405963
523,36.3030405963
524,36.3161099659
525,36.3161099659
526,36.3161099659
527,36.322885463
528,36.3254930218
529,36.3254930218
530,36.3254930218
531,36.3487612663
532,36.4126259442
533,36.4126259442
534,36.4141333262
535,36.4141333262
536,36.4141333262
537,36.4321885539
538,36.4321885539
539,36.4364905407
540,36.4364905407
541,36.4364905407
542,36.4364905407
543,36.4364905407
544,36.4574429315
545,36.4574429315
546,36.4865628135
547,36.5168024793
548,36.535061803
549,36.535061803
550,36.535061803
551,36.535061803
552,36.535061803
553,36.5491368112
554,36.5697758187
555,36.5870692574
556,36.5932442867
557,36.5932442867
558,36.6064399053
559,36.6064399053
560,36.6284000859
561,36.6827327036
562,36.7518316093
563,36.7518316093
564,36.7518316093
565,36.7518316093
566,36.7518316093
567,36.7518316093
568,36.7556961743
569,36.7773909315
570,36.7773909315
571,36.8115129855
572,36.8115129855
573,36.8136960824
574,36.8136960824
575,36.8136960824
576,36.861335572
577,36.861335572
578,36.9598991543
579,36.9598991543
580,37.0044854666
581,37.030687011
582,37.030687011
583,37.030687011
584,37.030687011
585,37.0833599355
586,37.0883062704
587,37.0934944736
588,37.1355662438
589,37.1355662438
590,37.1355662438
591,37.1355662438
592,37.2008755393
593,37.2008755393
594,37.2008755393
595,37.2008755393
596,37.2032521974
597,37.2032521974
598,37.2168159052
599,37.227488334
600,37.227488334
601,37.227488334
602,37.2381742463
603,37.3099647249
604,37.3099647249
605,37.3103683396
606,37.3418019573
607,37.3418019573
608,37.3684231495
609,37.3684231495
610,37.3684231495
611,37.3684231495
612,37.3684231495
613,37.3756823534
614,37.3756823534
615,37.3922949676
616,37.414315518
617,37.414315518
618,37.414315518
619,37.414315518
620,37.4460977881
621,37.4460977881
622,37.4523855852
623,37.4664691423
624,37.4664691423
625,37.4706572651
626,37.4935836473
627,37.501106545
628,37.501106545
629,37.5111419051
630,37.5539611506
631,37.5618910023
632,37.5618910023
633,37.5618910023
634,37.5640159841
635,37.5644714744
636,37.582586441
637,37.5838679997
638,37.5838679997
639,37.5838679997
640,37.5838679997
641,37.5893340669
642,37.5893340669
643,37.5912153416
644,37.5912153416
645,37.5912153416
646,37.5912153416
647,37.705728941
648,37.7180629245
649,38.0239621254
650,38.0286802611
651,38.0394145785
652,38.0429916875
653,38.0543554954
654,38.0734703362
655,38.1057374753
656,38.1191211336
657,38.1327165183
658,38.1327165183
659,38.1327165183
660,38.1327165183
661,38.1327165183
662,38.1510793371
663,38.1832515762
664,38.1832515762
665,38.1832530084
666,38.191029224
667,38.2017104251
668,38.2017104251
669,38.2017104251
670,38.2017104251
671,38.2814274296
672,38.2814274296
673,38.2814274296
674,38.3619553329
675,38.3619553329
676,38.3671352578
677,38.3671352578
678,38.3671352578
679,38.3671352578
680,38.3671352578
681,38.3725172674
682,38.3725172674
683,38.3980382663
684,38.4355468024
685,38.4355468024
686,38.4355468024
687,38.4419673901
688,38.4697874835
689,38.4697874835
690,38.4697874835
691,38.5688178119
692,38.58401533
693,38.58401533
694,38.58401533
695,38.6805287373
696,38.6805287373
697,38.7384760629
698,38.7384760629
699,38.7404479401
700,38.7527685155
701,38.8107088532
702,38.8416851044
703,38.8416851044
704,38.8929046593
705,38.8929046593
706,38.9140096505
707,38.9463319493
708,38.9524860366
709,38.9524860366
710,38.9524860366
711,38.9524860366
712,38.9777955685
713,38.978939408
714,38.978939408
715,38.9880466233
716,38.9880466233
717,38.9880466233
718,38.9951133519
719,39.0186952263
720,39.0186952263
721,39.0186952263
722,39.0453176003
723,39.0453176003
724,39.0453176003
725,39.1045215543
726,39.1045215543
727,39.1045215543
728,39.1045215543
729,39.131830467
730,39.1368356479
731,39.1598500925
732,39.1598500925
733,39.1598500925
734,39.1598500925
735,39.1598500925
736,39.1613201597
737,39.1613201597
738,39.1987734452
739,39.1987734452
740,39.1990266564
741,39.1990266564
742,39.2062858519
743,39.2062858519
744,39.2123599988
745,39.2123599988
746,39.2325806193
747,39.2325806193
748,39.2325806193
749,39.2330334273
750,39.2330334273
751,39.2346076838
752,39.2346683366
753,39.2346683366
754,39.2346683366
755,39.2346683366
756,39.2372226742
757,39.2372226742
758,39.2372226742
759,39.2453175232
760,39.2536221551
761,39.2536221551
762,39.2691505253
763,39.2691505253
764,39.2749781554
765,39.2749781554
766,39.2801200937
767,39.2801200937
768,39.2801200937
769,39.2801200937
770,39.3124015183
771,39.3124015183
772,39.3124015183
773,39.3124015183
774,39.3124015183
775,39.3127748728
776,39.3177925453
777,39.3177925453
778,39.3177925453
779,39.3177925453
780,39.3177925453
781,39.3229571867
782,39.3483596465
783,39.3483596465
784,39.3483596465
785,39.3483596465
786,39.3483596465
787,39.3483596465
788,39.3483596465
789,39.3716781291
790,39.3716781291
791,39.3716781291
792,39.4157749794
793,39.4235492603
794,39.4235492603
795,39.4597265446
796,39.4597265446
797,39.4606440955
798,39.499677957
799,39.499677957
800,39.499677957
801,39.5121555354
802,39.5121555354
803,39.5263195801
804,39.5349885632
805,39.5349885632
806,39.5449719406
807,39.5629809277
808,39.5656197778
809,39.5656197778
810,39.5656197778
811,39.601687484
812,39.601687484
813,39.6156569182
814,39.618151512
815,39.618151512
816,39.6253161004
817,39.6253161004
818,39.6305509781
819,39.6334371872
820,39.7031991948
821,39.7031991948
822,39.7106595038
823,39.74363112
824,39.7816783749
825,39.7816783749
826,39.7816783749
827,39.8041285213
828,39.8041285213
829,39.819342398
830,39.819342398
831,39.8687188957
832,39.9359769033
833,39.9366434671
834,40.0154234606
835,40.0184570245
836,40.0184570245
837,40.0193032689
838,40.0193032689
839,40.030502107
840,40.0786974998
841,40.0786974998
842,40.120940327
843,40.120940327
844,40.1312248959
845,40.138795646
846,40.138795646
847,40.138795646
848,40.138795646
849,40.138795646
850,40.138795646
851,40.138795646
852,40.138795646
853,40.1484362763
854,40.153552123
855,40.153552123
856,40.153552123
857,40.153552123
858,40.1612889618
859,40.1612889618
860,40.1612889618
861,40.1612889618
862,40.1612889618
863,40.1710019762
864,40.1721466944
865,40.1721466944
866,40.1721466944
867,40.1721466944
868,40.1721466944
869,40.1721466944
870,40.2334649632
871,40.2388733597
872,40.2388733597
873,40.2388733597
874,40.2388733597
875,40.2655160168
876,40.2655160168
877,40.2655160168
878,40.2655160168
879,40.2655160168
880,40.2655160168
881,40.2703955007
882,40.2828801026
883,40.2828801026
884,40.2828801026
885,40.2828801026
886,40.2965415592
887,40.3012184664
888,40.3012184664
889,40.3156170576
890,40.3156170576
891,40.3241143171
892,40.3241143171
893,40.4147004534
894,40.4171431888
895,40.4171431888
896,40.4171431888
897,40.4171431888
898,40.4171431888
899,40.4171431888
900,40.4171431888
901,40.4171431888
902,40.4171431888
903,40.4171431888
904,40.4171431888
905,40.4229766614
906,40.4229766614
907,40.4315000953
908,40.4315000953
909,40.4440620492
910,40.4440620492
911,40.4440620492
912,40.4440620492
913,40.4440620492
914,40.4440620492
915,40.4440620492
916,40.4440620492
917,40.4440620492
918,40.4603175637
919,40.4758744136
920,40.4758744136
921,40.4758744136
922,40.4758744136
923,40.4758744136
924,40.5106268704
925,40.5106268704
926,40.5106268704
927,40.5107480134
928,40.5140856382
929,40.5140856382
930,40.5140856382
931,40.5191292711
932,40.5191292711
933,40.5191292711
934,40.5399152301
935,40.5399152301
936,40.5399152301
937,40.5399152301
938,40.5399152301
939,40.5399152301
940,40.5399152301
941,40.5502183829
942,40.5502183829
943,40.5655318494
944,40.5655318494
945,40.5655318494
946,40.5655318494
947,40.5655318494
948,40.5655318494
949,40.5655318494
950,40.5655318494
951,40.5754571971
952,40.5763865503
953,40.5763865503
954,40.5763865503
955,40.5763865503
956,40.5763865503
957,40.5858913004
958,40.5858913004
959,40.5902212776
960,40.601061953
961,40.6557513539
962,40.6608420484
963,40.6652524962
964,40.6652524962
965,40.6652524962
966,40.6652524962
967,40.6652524962
968,40.6652524962
969,40.6713460654
970,40.674657214
971,40.6836534664
972,40.7754638751
973,40.7813940017
974,40.7813940017
975,40.7813940017
976,40.7813940017
977,40.7813940017
978,40.7857977958
979,40.7857977958
980,40.7857977958
981,40.7857977958
982,40.7857977958
983,40.7857977958
984,40.8024804337
985,40.8024804337
986,40.8033252132
987,40.8033252132
988,40.8033252132
989,40.8094485998
990,40.8094485998
991,40.8419985548
992,40.8931226558
993,40.8931226558
994,40.9314026937
995,40.942257568
996,40.9463034054
997,40.9463034054
998,40.9463034054
999,40.9585632466
1000,40.9585632466
1001,40.9585632466
1002,40.9585632466
1003,40.9643170184
1004,40.9643170184
1005,40.9643170184
1006,40.9643170184
1007,40.9643170184
1008,40.9770337636
1009,40.9770337636
1010,40.9770337636
1011,41.0027281422
1012,41.0027281422
1013,41.011871108
1014,41.011871108
1015,41.0466516291
1016,41.0587780222
1017,41.0615913977
1018,41.0615913977
1019,41.0615913977
1020,41.0615913977
1021,41.0784992548
1022,41.0784992548
1023,41.0784992548
1024,41.0784992548
1025,41.1204267828
1026,41.1204267828
1027,41.1204267828
1028,41.1204267828
1029,41.1204267828
1030,41.1217426817
1031,41.1324526964
1032,41.1324526964
1033,41.1324526964
1034,41.1324526964
1035,41.1414270516
1036,41.1414270516
1037,41.1414270516
1038,41.1414270516
1039,41.1414270516
1040,41.1414270516
1041,41.1414270516
1042,41.1414270516
1043,41.1414270516
1044,41.1454076478
1045,41.1454076478
1046,41.1493248328
1047,41.1493248328
1048,41.1493248328
1049,41.1762742511
1050,41.1762742511
1051,41.1762742511
1052,41.1762742511
1053,41.1762742511
1054,41.1880750382
1055,41.1880750382
1056,41.1907937607
1057,41.1907937607
1058,41.1907937607
1059,41.1907937607
1060,41.1960444308
1061,41.1975647143
1062,41.1975647143
1063,41.2338064258
1064,41.2338064258
1065,41.2338064258
1066,41.2338064258
1067,41.2407348712
1068,41.2409448641
1069,41.2409448641
1070,41.2433734797
1071,41.2566998145
1072,41.2566998145
1073,41.2566998145
1074,41.2566998145
1075,41.2874002146
1076,41.2874002146
1077,41.2874002146
1078,41.2874002146
1079,41.2874002146
1080,41.2874002146
1081,41.2874002146
1082,41.2874002146
1083,41.2874002146
1084,41.3008377905
1085,41.3008377905
1086,41.3008377905
1087,41.3008377905
1088,41.3008377905
1089,41.3008377905
1090,41.3047837744
1091,41.312124897
1092,41.312124897
1093,41.3155069629
1094,41.3155069629
1095,41.3155069629
1096,41.3155069629
1097,41.3155069629
1098,41.3155069629
1099,41.3219423151
1100,41.3219423151
1101,41.3219423151
1102,41.3549198568
1103,41.3549198568
1104,41.3549198568
1105,41.3549198568
1106,41.3549198568
1107,41.3549198568
1108,41.3549198568
1109,41.3549198568
1110,41.3742223671
1111,41.3742223671
1112,41.4008809791
1113,41.4008809791
1114,41.4602607198
1115,41.4615161533
1116,41.4615161533
1117,41.4615161533
1118,41.4634196732
1119,41.4634196732
1120,41.4634196732
1121,41.4634196732
1122,41.476983381
1123,41.476983381
1124,41.4832069982
1125,41.4833260763
1126,41.4833260763
1127,41.4833260763
1128,41.4833260763
1129,41.4835690568
1130,41.4835690568
1131,41.4835690568
1132,41.4835690568
1133,41.4940640924
1134,41.4940640924
1135,41.4940640924
1136,41.4940640924
1137,41.4940640924
1138,41.4940640924
1139,41.5195747485
1140,41.5195747485
1141,41.5195747485
1142,41.5195747485
1143,41.5195747485
1144,41.5195747485
1145,41.5195747485
1146,41.5224928561
1147,41.5224928561
1148,41.5224928561
1149,41.5224928561
1150,41.5224928561
1151,41.5224928561
1152,41.5224928561
1153,41.5503284598
1154,41.5503284598
1155,41.5503284598
1156,41.5526898961
1157,41.5550868144
1158,41.5550868144
1159,41.5550868144
1160,41.5550868144
1161,41.5550868144
1162,41.5567665759
1163,41.5772184336
1164,41.5772184336
1165,41.5772184336
1166,41.5772184336
1167,41.5772184336
1168,41.5772184336
1169,41.5820060405
1170,41.5820060405
1171,41.6047094192
1172,41.6047094192
1173,41.6047094192
1174,41.6081474751
1175,41.6843243896
1176,41.7312610197
1177,41.7494899743
1178,41.7534806884
1179,41.7534806884
1180,41.7534806884
1181,41.7534806884
1182,41.7534806884
1183,41.7673284617
1184,41.8441916677
1185,41.8441916677
1186,41.861274503
1187,41.861274503
1188,41.861274503
1189,41.861274503
1190,41.861274503
1191,41.8791847665
1192,41.8791847665
1193,41.8801211936
1194,41.8801211936
1195,41.8801211936
1196,41.9051190343
1197,41.9051190343
1198,41.9051190343
1199,41.9091323165
1200,41.9207329225
1201,41.9237631953
1202,41.9237631953
1203,41.9495449033
1204,41.9495449033
1205,41.9495449033
1206,41.9495449033
1207,41.9585092014
1208,41.9585092014
1209,41.9585092014
1210,41.9788385973
1211,41.9956570161
1212,41.9968112237
1213,41.9968112237
1214,41.9968112237
1215,41.9994905445
1216,41.9994905445
1217,41.9994905445
1218,42.0144123778
1219,42.0144123778
1220,42.0144123778
1221,42.0144123778
1222,42.0144123778
1223,42.0144123778
1224,42.0378013038
1225,42.0378013038
1226,42.0378013038
1227,42.0378013038
1228,42.0394130633
1229,42.0394130633
1230,42.0394130633
1231,42.0394130633
1232,42.0394130633
1233,42.0394130633
1234,42.0593944993
1235,42.0593944993
1236,42.0593944993
1237,42.0621806801
1238,42.0801718828
1239,42.0801718828
1240,42.0917740707
1241,42.1034693504
1242,42.1071205455
1243,42.1094555517
1244,42.1133992734
1245,42.1629225959
1246,42.1629225959
1247,42.1931506238
1248,42.1945220826
1249,42.1945220826
1250,42.2002660076
1251,42.2002660076
1252,42.2002660076
1253,42.2062405284
1254,42.2062405284
1255,42.2062405284
1256,42.2119432361
1257,42.2119432361
1258,42.2119432361
1259,42.2119432361
1260,42.2119432361
1261,42.2212613555
1262,42.2212613555
1263,42.2223761713
1264,42.2223761713
1265,42.2223761713
1266,42.2223761713
1267,42.2223761713
1268,42.2223761713
1269,42.2223761713
1270,42.2223761713
1271,42.2223761713
1272,42.2806263736
1273,42.2880993969
1274,42.2880993969
1275,42.3195652668
1276,42.3523592245
1277,42.3523592245
1278,42.3523592245
1279,42.3551454053
1280,42.3565216923
1281,42.3727996046
1282,42.3727996046
1283,42.3727996046
1284,42.379871599
1285,42.379871599
1286,42.379871599
1287,42.391039692
1288,42.391039692
1289,42.391039692
1290,42.4066641945
1291,42.4066641945
1292,42.4066641945
1293,42.4448307891
1294,42.4448307891
1295,42.4764499321
1296,42.4764499321
1297,42.4764499321
1298,42.4764499321
1299,42.47725183
1300,42.47725183
1301,42.4858911247
1302,42.4858911247
1303,42.4858911247
1304,42.5126778532
1305,42.5126778532
1306,42.5493981546
1307,42.5493981546
1308,42.5493981546
1309,42.5493981546
1310,42.5493981546
1311,42.5536115493
1312,42.5536115493
1313,42.5536115493
1314,42.5536115493
1315,42.5536115493
1316,42.5536115493
1317,42.5536115493
1318,42.5540572055
1319,42.5633844477
1320,42.5633844477
1321,42.6363006759
1322,42.6363006759
1323,42.6363006759
1324,42.6363006759
1325,42.6363006759
1326,42.6586195519
1327,42.6586195519
1328,42.6586195519
1329,42.6744220334
1330,42.6760713011
1331,42.6760713011
1332,42.6760713011
1333,42.6760713011
1334,42.6760713011
1335,42.6760713011
1336,42.6808853647
1337,42.6808853647
1338,42.6903967244
1339,42.6903967244
1340,42.6903967244
1341,42.6903967244
1342,42.7021448641
1343,42.7075881526
1344,42.7075881526
1345,42.7075881526
1346,42.7141128113
1347,42.7192978362
1348,42.7192978362
1349,42.7192978362
1350,42.7192978362
1351,42.7192978362
1352,42.7208028359
1353,42.7208028359
1354,42.7208028359
1355,42.7208028359
1356,42.7208028359
1357,42.7365176315
1358,42.7365176315
1359,42.7365176315
1360,42.7365176315
1361,42.7365176315
1362,42.7365176315
1363,42.7519268859
1364,42.7556050799
1365,42.7836402252
1366,42.7836402252
1367,42.8015504886
1368,42.8015504886
1369,42.8309093987
1370,42.8385566725
1371,42.8385566725
1372,42.8385566725
1373,42.8385566725
1374,42.8385566725
1375,42.8385566725
1376,42.8385566725
1377,42.8385566725
1378,42.8385566725
1379,42.8515619757
1380,42.8515619757
1381,42.8542950664
1382,42.8542950664
1383,42.8542950664
1384,42.8586695176
1385,42.8611727035
1386,42.8611727035
1387,42.8611727035
1388,42.8937101611
1389,42.9033443526
1390,42.9058944426
1391,42.9271888463
1392,42.9271888463
1393,42.9295939304
1394,42.9295939304
1395,42.9295939304
1396,42.9355171266
1397,42.9355171266
1398,42.956182972
1399,42.956182972
1400,42.956182972
1401,42.956182972
1402,42.956182972
1403,42.956182972
1404,42.956182972
1405,42.966462509
1406,42.9716892542
1407,42.9716892542
1408,42.9762252065
1409,42.9762252065
1410,42.9788477059
1411,42.9924047072
1412,42.9924047072
1413,43.0098224373
1414,43.0098224373
1415,43.0098224373
1416,43.0098224373
1417,43.0200211873
1418,43.0200211873
1419,43.0401947515
1420,43.0474302937
1421,43.0474302937
1422,43.0474302937
1423,43.0474302937
1424,43.0531190662
1425,43.0613311859
1426,43.0613311859
1427,43.0613311859
1428,43.0613311859
1429,43.0613311859
1430,43.0613311859
1431,43.0613311859
1432,43.0613311859
1433,43.0613311859
1434,43.0990090462
1435,43.1247873869
1436,43.1247873869
1437,43.1247873869
1438,43.1334732842
1439,43.1334732842
1440,43.1334732842
1441,43.1334732842
1442,43.1334732842
1443,43.1334732842
1444,43.1334781379
1445,43.1334781379
1446,43.1334781379
1447,43.1334781379
1448,43.1334781379
1449,43.1334781379
1450,43.1361060785
1451,43.1531458114
1452,43.1531458114
1453,43.2022106929
1454,43.2022106929
1455,43.2022106929
1456,43.2022106929
1457,43.2022106929
1458,43.2134508127
1459,43.2134508127
1460,43.2134508127
1461,43.2134508127
1462,43.2134508127
1463,43.272114419
1464,43.3534667497
1465,43.3768884407
1466,43.3768884407
1467,43.3768884407
1468,43.4472604734
1469,43.4522662086
1470,43.4522662086
1471,43.4522662086
1472,43.4612978248
1473,43.4612978248
1474,43.4612978248
1475,43.4791570552
1476,43.4877102888
1477,43.4877102888
1478,43.4877102888
1479,43.4877102888
1480,43.5094820964
1481,43.5094820964
1482,43.5094820964
1483,43.5395696944
1484,43.5612677007
1485,43.5612677007
1486,43.5612677007
1487,43.5612677007
1488,43.5612677007
1489,43.5903126387
1490,43.5903126387
1491,43.5903126387
1492,43.6060098633
1493,43.6060098633
1494,43.6060098633
1495,43.6060098633
1496,43.6154146304
1497,43.6183389588
1498,43.6183389588
1499,43.618585407
1500,43.618585407
1501,43.618585407
1502,43.6451833872
1503,43.6451833872
1504,43.6451833872
1505,43.6459928782
1506,43.6791186937
1507,43.6791186937
1508,43.6859351267
1509,43.730034134
