Time(Iteration),LinUCBCoTheta,,,,,,
0,0.737912356096,,,,,,
1,0.701402836035,,,,,,
2,0.657861085554,,,,,,
3,0.619292002103,,,,,,
4,0.603771737022,,,,,,
5,0.559815938587,,,,,,
6,0.545921286487,,,,,,
7,0.532421904868,,,,,,
8,0.521088524714,,,,,,
9,0.505113222889,,,,,,
10,0.497686924563,,,,,,
11,0.483508975123,,,,,,
12,0.458552809161,,,,,,
13,0.438154929042,,,,,,
14,0.435514515676,,,,,,
15,0.415897811665,,,,,,
16,0.404299078457,,,,,,
17,0.392337571614,,,,,,
18,0.377693269769,,,,,,
19,0.365061416463,,,,,,
20,0.35569965501,,,,,,
21,0.337180872728,,,,,,
22,0.321687437767,,,,,,
23,0.315068037346,,,,,,
24,0.306052999615,,,,,,
25,0.299734894027,,,,,,
26,0.294697164037,,,,,,
27,0.274803694472,,,,,,
28,0.270318508165,,,,,,
29,0.268283959386,,,,,,
30,0.260643268018,,,,,,
31,0.259040614852,,,,,,
32,0.237370425915,,,,,,
33,0.220895928038,,,,,,
34,0.208384356833,,,,,,
35,0.202415790388,,,,,,
36,0.197381192041,,,,,,
37,0.190561370285,,,,,,
38,0.182868630896,,,,,,
39,0.176552054182,,,,,,
40,0.176461476609,,,,,,
41,0.173447126903,,,,,,
42,0.170703440516,,,,,,
43,0.167937814438,,,,,,
44,0.165135383997,,,,,,
45,0.165579025849,,,,,,
46,0.16200922011,,,,,,
47,0.160658069359,,,,,,
48,0.160421234146,,,,,,
49,0.15709523533,,,,,,
50,0.154860823129,,,,,,
51,0.154207292039,,,,,,
52,0.150513787636,,,,,,
53,0.150548656254,,,,,,
54,0.144233010742,,,,,,
55,0.144225123054,,,,,,
56,0.143094720936,,,,,,
57,0.142007875097,,,,,,
58,0.140710973892,,,,,,
59,0.13816896977,,,,,,
60,0.137915031625,,,,,,
61,0.137873904026,,,,,,
62,0.134152027386,,,,,,
63,0.124923119013,,,,,,
64,0.121589366222,,,,,,
65,0.121214117039,,,,,,
66,0.116804894933,,,,,,
67,0.116475291079,,,,,,
68,0.114929686787,,,,,,
69,0.114669114549,,,,,,
70,0.11393173033,,,,,,
71,0.111078154592,,,,,,
72,0.108543295192,,,,,,
73,0.104753861399,,,,,,
74,0.102939034073,,,,,,
75,0.102835849187,,,,,,
76,0.103110935927,,,,,,
77,0.0982073196775,,,,,,
78,0.0981658761807,,,,,,
79,0.0976650462537,,,,,,
80,0.0977027144737,,,,,,
81,0.0981922619461,,,,,,
82,0.0977115178316,,,,,,
83,0.0973116755207,,,,,,
84,0.095548851033,,,,,,
85,0.0953940671056,,,,,,
86,0.0952226292225,,,,,,
87,0.0950441441305,,,,,,
88,0.0949184612249,,,,,,
89,0.0947136110287,,,,,,
90,0.0932205920458,,,,,,
91,0.0929672451791,,,,,,
92,0.0932720569164,,,,,,
93,0.0922424531831,,,,,,
94,0.0921545080297,,,,,,
95,0.0916541120956,,,,,,
96,0.0918013387265,,,,,,
97,0.0920008765485,,,,,,
98,0.0913256400362,,,,,,
99,0.0910456649197,,,,,,
100,0.0903979865752,,,,,,
101,0.0902372820374,,,,,,
102,0.0897002914551,,,,,,
103,0.0890823204847,,,,,,
104,0.0878456917493,,,,,,
105,0.0878094392352,,,,,,
106,0.0863094404523,,,,,,
107,0.0858490016503,,,,,,
108,0.0840787438399,,,,,,
109,0.0843128806461,,,,,,
110,0.0837568171166,,,,,,
111,0.0827000410387,,,,,,
112,0.0807149125098,,,,,,
113,0.0799753252502,,,,,,
114,0.0797605824845,,,,,,
115,0.0794820394389,,,,,,
116,0.0789364613691,,,,,,
117,0.0786816483973,,,,,,
118,0.0763011535692,,,,,,
119,0.0761071628271,,,,,,
120,0.0751282662512,,,,,,
121,0.0750634522809,,,,,,
122,0.0755783200552,,,,,,
123,0.0757350351988,,,,,,
124,0.0756853183568,,,,,,
125,0.073999101559,,,,,,
126,0.0729101542932,,,,,,
127,0.0727632341699,,,,,,
128,0.0729759042216,,,,,,
129,0.0729404032645,,,,,,
130,0.0723727809426,,,,,,
131,0.0723082846139,,,,,,
132,0.0718679855157,,,,,,
133,0.0717400686885,,,,,,
134,0.0699065636917,,,,,,
135,0.069866747193,,,,,,
136,0.0693373343949,,,,,,
137,0.0694769245661,,,,,,
138,0.0683493147673,,,,,,
139,0.0684752015805,,,,,,
140,0.0679937534881,,,,,,
141,0.0678897347171,,,,,,
142,0.0680128744756,,,,,,
143,0.0674656342464,,,,,,
144,0.0672545598186,,,,,,
145,0.0670444592713,,,,,,
146,0.0670991198998,,,,,,
147,0.0669973294509,,,,,,
148,0.0669528560601,,,,,,
149,0.0670428143788,,,,,,
150,0.0668967278365,,,,,,
151,0.0667829643353,,,,,,
152,0.0665450715832,,,,,,
153,0.066791199856,,,,,,
154,0.066631747556,,,,,,
155,0.0663390008377,,,,,,
156,0.0657288702571,,,,,,
157,0.0659860023038,,,,,,
158,0.0659497300758,,,,,,
159,0.0665033283398,,,,,,
160,0.0667742368022,,,,,,
161,0.0667294396819,,,,,,
162,0.0670133840511,,,,,,
163,0.0671807210873,,,,,,
164,0.0670748553867,,,,,,
165,0.0670631627455,,,,,,
166,0.0668208318641,,,,,,
167,0.066600465928,,,,,,
168,0.0667785915049,,,,,,
169,0.0663721819026,,,,,,
170,0.0664233580765,,,,,,
171,0.0662186838078,,,,,,
172,0.065714109982,,,,,,
173,0.0655561183707,,,,,,
174,0.0650114668184,,,,,,
175,0.065000814975,,,,,,
176,0.0650683940356,,,,,,
177,0.0648763049434,,,,,,
178,0.0646528987017,,,,,,
179,0.0644902280864,,,,,,
180,0.0640995343033,,,,,,
181,0.0642033137636,,,,,,
182,0.0638627564937,,,,,,
183,0.0637534879719,,,,,,
184,0.063646367953,,,,,,
185,0.0636618286472,,,,,,
186,0.0636257871678,,,,,,
187,0.0636742262509,,,,,,
188,0.0627844097365,,,,,,
189,0.0623861408591,,,,,,
190,0.0624446573668,,,,,,
191,0.0624793220946,,,,,,
192,0.06203577141,,,,,,
193,0.0618681638695,,,,,,
194,0.0619118462786,,,,,,
195,0.0615411955734,,,,,,
196,0.061353692611,,,,,,
197,0.0609531898945,,,,,,
198,0.0608855439622,,,,,,
199,0.0606319102947,,,,,,
200,0.0603398671643,,,,,,
201,0.0601594066062,,,,,,
202,0.0593659759026,,,,,,
203,0.0594532520132,,,,,,
204,0.0596185894165,,,,,,
205,0.059485555649,,,,,,
206,0.0596860569571,,,,,,
207,0.0594952546917,,,,,,
208,0.0591197437051,,,,,,
209,0.0590219418746,,,,,,
210,0.0593615401296,,,,,,
211,0.058980023748,,,,,,
212,0.0587396572036,,,,,,
213,0.0585653561288,,,,,,
214,0.0579732879132,,,,,,
215,0.0578051214049,,,,,,
216,0.057635496031,,,,,,
217,0.0574467143886,,,,,,
218,0.0570545323646,,,,,,
219,0.0567185849951,,,,,,
220,0.0563524601461,,,,,,
221,0.0565168417109,,,,,,
222,0.056126452567,,,,,,
223,0.0559594620858,,,,,,
224,0.0556016719294,,,,,,
225,0.0552992012059,,,,,,
226,0.0552345484805,,,,,,
227,0.0553297147501,,,,,,
228,0.0557765512796,,,,,,
229,0.055543506285,,,,,,
230,0.0553610198918,,,,,,
231,0.0551465160594,,,,,,
232,0.0553745745702,,,,,,
233,0.055256388026,,,,,,
234,0.0551621526192,,,,,,
235,0.0547055224371,,,,,,
236,0.0543116600009,,,,,,
237,0.0529867022841,,,,,,
238,0.0528564514256,,,,,,
239,0.0521235533548,,,,,,
240,0.0520858394806,,,,,,
241,0.0509334819187,,,,,,
242,0.0504312467278,,,,,,
243,0.0503306443528,,,,,,
244,0.0503973348372,,,,,,
245,0.0505738087855,,,,,,
246,0.0503726885637,,,,,,
247,0.0504295423226,,,,,,
248,0.0507358886387,,,,,,
249,0.0507453223725,,,,,,
250,0.0508951823307,,,,,,
251,0.0509219152734,,,,,,
252,0.0507771665972,,,,,,
253,0.0506034911677,,,,,,
254,0.0506777076158,,,,,,
255,0.0505883157189,,,,,,
256,0.0505919122599,,,,,,
257,0.0505276311703,,,,,,
258,0.0504601779641,,,,,,
259,0.0502762079279,,,,,,
260,0.0500156904053,,,,,,
261,0.0498924687361,,,,,,
262,0.0497204466487,,,,,,
263,0.0496499410565,,,,,,
264,0.0496793472,,,,,,
265,0.0495303290258,,,,,,
266,0.0492801490262,,,,,,
267,0.0491856070097,,,,,,
268,0.0491244667054,,,,,,
269,0.0493661913982,,,,,,
270,0.0494377453037,,,,,,
271,0.0494073458702,,,,,,
272,0.0494644829346,,,,,,
273,0.04957786384,,,,,,
274,0.0497256326289,,,,,,
275,0.0492739896036,,,,,,
276,0.0493966060151,,,,,,
277,0.0493104791466,,,,,,
278,0.0494637636767,,,,,,
279,0.0494012072512,,,,,,
280,0.0492717869642,,,,,,
281,0.0492689125899,,,,,,
282,0.0494607758656,,,,,,
283,0.0493435043712,,,,,,
284,0.0493735751734,,,,,,
285,0.0493258650859,,,,,,
286,0.049556432379,,,,,,
287,0.0494475345443,,,,,,
288,0.0493558202433,,,,,,
289,0.049267024289,,,,,,
290,0.0485477058208,,,,,,
291,0.0485203239783,,,,,,
292,0.0486201102415,,,,,,
293,0.0486145163607,,,,,,
294,0.0485762880842,,,,,,
295,0.0483605360488,,,,,,
296,0.0483809724261,,,,,,
297,0.0482701280945,,,,,,
298,0.048196706431,,,,,,
299,0.0479620461262,,,,,,
300,0.0484275410124,,,,,,
301,0.0483798437074,,,,,,
302,0.0483151010962,,,,,,
303,0.0480174012227,,,,,,
304,0.0477939123799,,,,,,
305,0.0478248769144,,,,,,
306,0.0478278666807,,,,,,
307,0.0476915962112,,,,,,
308,0.0475269342979,,,,,,
309,0.0477486816159,,,,,,
310,0.0476916436102,,,,,,
311,0.0475825622793,,,,,,
312,0.0475613599066,,,,,,
313,0.0477908236865,,,,,,
314,0.0477606865866,,,,,,
315,0.0479394139285,,,,,,
316,0.0478870896416,,,,,,
317,0.0478466275829,,,,,,
318,0.0477711290585,,,,,,
319,0.0474384055617,,,,,,
320,0.047313105236,,,,,,
321,0.0473930082007,,,,,,
322,0.0473764486752,,,,,,
323,0.047531330303,,,,,,
324,0.0474937007294,,,,,,
325,0.0472662338395,,,,,,
326,0.0472914682495,,,,,,
327,0.0474019198475,,,,,,
328,0.0473853294601,,,,,,
329,0.0472110241117,,,,,,
330,0.0471245874119,,,,,,
