Time(Iteration),CascadeUCB
0,4.0
1,7.0
2,9.0
3,12.0
4,15.0
5,19.0
6,22.0
7,25.0
8,29.0
9,30.0
10,32.0
11,35.0
12,38.0
13,41.0
14,43.0
15,48.0
16,50.0
17,51.0
18,53.0
19,55.0
20,57.0
21,61.0
22,63.0
23,68.0
24,70.0
25,72.0
26,75.0
27,78.0
28,80.0
29,81.0
30,83.0
31,85.0
32,91.0
33,92.0
34,93.0
35,94.0
36,96.0
37,100.0
38,101.0
39,101.0
40,102.0
41,107.0
42,108.0
43,109.0
44,113.0
45,117.0
46,122.0
47,124.0
48,126.0
49,127.0
50,128.0
51,129.0
52,129.0
53,134.0
54,137.0
55,140.0
56,145.0
57,148.0
58,152.0
59,155.0
60,158.0
61,163.0
62,164.0
63,165.0
64,168.0
65,170.0
66,173.0
67,175.0
68,178.0
69,179.0
70,180.0
71,182.0
72,184.0
73,187.0
74,191.0
75,194.0
76,197.0
77,200.0
78,203.0
79,204.0
80,205.0
81,209.0
82,210.0
83,210.0
84,214.0
85,216.0
86,216.0
87,218.0
88,224.0
89,226.0
90,228.0
91,230.0
92,231.0
93,233.0
94,235.0
95,235.0
96,237.0
97,240.0
98,244.0
99,245.0
100,247.0
101,248.0
102,250.0
103,252.0
104,254.0
105,257.0
106,262.0
107,264.0
108,265.0
109,268.0
110,270.0
111,271.0
112,274.0
113,276.0
114,279.0
115,280.0
116,281.0
117,283.0
118,286.0
119,288.0
120,289.0
121,291.0
122,294.0
123,301.0
124,303.0
125,306.0
126,308.0
127,310.0
128,313.0
129,313.0
130,314.0
131,314.0
132,318.0
133,320.0
134,322.0
135,325.0
136,325.0
137,326.0
138,326.0
139,329.0
140,332.0
141,334.0
142,334.0
143,339.0
144,339.0
145,340.0
146,344.0
147,349.0
148,351.0
149,355.0
150,356.0
151,360.0
152,361.0
153,362.0
154,366.0
155,370.0
156,370.0
157,375.0
158,376.0
159,378.0
160,379.0
161,380.0
162,382.0
163,383.0
164,386.0
165,388.0
166,390.0
167,391.0
168,395.0
169,399.0
170,400.0
171,401.0
172,406.0
173,408.0
174,409.0
175,413.0
176,418.0
177,421.0
178,428.0
179,428.0
180,430.0
181,434.0
182,439.0
183,442.0
184,446.0
185,447.0
186,449.0
187,453.0
188,457.0
189,459.0
190,461.0
191,464.0
192,465.0
193,467.0
194,468.0
195,470.0
196,471.0
197,473.0
198,476.0
199,478.0
200,481.0
201,485.0
202,486.0
203,489.0
204,494.0
205,496.0
206,498.0
207,503.0
208,505.0
209,507.0
210,510.0
211,512.0
212,513.0
213,517.0
214,522.0
215,528.0
216,532.0
217,534.0
218,536.0
219,539.0
220,541.0
221,543.0
222,546.0
223,551.0
224,553.0
225,554.0
226,556.0
227,559.0
228,562.0
229,562.0
230,567.0
231,568.0
232,573.0
233,574.0
234,577.0
235,580.0
236,580.0
237,582.0
238,584.0
239,587.0
240,590.0
241,593.0
242,597.0
243,599.0
244,601.0
245,603.0
246,604.0
247,607.0
248,612.0
249,613.0
250,616.0
251,617.0
252,620.0
253,622.0
254,623.0
255,626.0
256,628.0
257,631.0
258,635.0
259,639.0
260,642.0
261,644.0
262,647.0
263,649.0
264,652.0
265,655.0
266,659.0
267,664.0
268,667.0
269,669.0
270,671.0
271,674.0
272,676.0
273,679.0
274,680.0
275,682.0
276,685.0
277,689.0
278,690.0
279,693.0
280,694.0
281,696.0
282,697.0
283,697.0
284,700.0
285,701.0
286,702.0
287,702.0
288,703.0
289,706.0
290,709.0
291,711.0
292,715.0
293,720.0
294,726.0
295,729.0
296,730.0
297,732.0
298,735.0
299,735.0
300,738.0
301,742.0
302,744.0
303,747.0
304,748.0
305,749.0
306,751.0
307,755.0
308,758.0
309,761.0
310,761.0
311,763.0
312,768.0
313,769.0
314,771.0
315,773.0
316,775.0
317,776.0
318,777.0
319,780.0
320,782.0
321,785.0
322,787.0
323,791.0
324,793.0
325,797.0
326,801.0
327,803.0
328,807.0
329,812.0
330,815.0
331,818.0
332,819.0
333,820.0
334,822.0
335,822.0
336,824.0
337,829.0
338,832.0
339,832.0
340,834.0
341,839.0
342,846.0
343,847.0
344,850.0
345,852.0
346,854.0
347,858.0
348,859.0
349,863.0
350,865.0
351,868.0
352,870.0
353,871.0
354,872.0
355,878.0
356,883.0
357,884.0
358,887.0
359,892.0
360,894.0
361,897.0
362,898.0
363,900.0
364,900.0
365,901.0
366,902.0
367,904.0
368,905.0
369,907.0
370,912.0
371,916.0
372,920.0
373,921.0
374,922.0
375,925.0
376,929.0
377,930.0
378,931.0
379,935.0
380,938.0
381,938.0
382,941.0
383,944.0
384,948.0
385,949.0
386,953.0
387,955.0
388,958.0
389,963.0
390,969.0
391,974.0
392,977.0
393,978.0
394,979.0
395,981.0
396,981.0
397,984.0
398,986.0
399,986.0
400,988.0
401,992.0
402,995.0
403,1001.0
404,1005.0
405,1007.0
406,1009.0
407,1012.0
408,1015.0
409,1020.0
410,1022.0
411,1025.0
412,1025.0
