Time(Iteration),LinUCBCoTheta,,,,,,
0,0.747337782152,,,,,,
1,0.727299488102,,,,,,
2,0.68145463708,,,,,,
3,0.666083434786,,,,,,
4,0.638752259467,,,,,,
5,0.606203307161,,,,,,
6,0.587689074282,,,,,,
7,0.57275599597,,,,,,
8,0.553052713366,,,,,,
9,0.530340104396,,,,,,
10,0.492672526064,,,,,,
11,0.470272839583,,,,,,
12,0.448424767706,,,,,,
13,0.425812016616,,,,,,
14,0.37566678446,,,,,,
15,0.363158163342,,,,,,
16,0.353064701185,,,,,,
17,0.342477144185,,,,,,
18,0.331548098586,,,,,,
19,0.309818765023,,,,,,
20,0.304125579909,,,,,,
21,0.292089678623,,,,,,
22,0.285640017196,,,,,,
23,0.2762422805,,,,,,
24,0.264183087806,,,,,,
25,0.251145073068,,,,,,
26,0.240562516437,,,,,,
27,0.235405972093,,,,,,
28,0.226698913374,,,,,,
29,0.21871038447,,,,,,
30,0.212829863547,,,,,,
31,0.20592906112,,,,,,
32,0.198394196177,,,,,,
33,0.193695396568,,,,,,
34,0.190154445519,,,,,,
35,0.182870592383,,,,,,
36,0.180181337767,,,,,,
37,0.177727641453,,,,,,
38,0.172918325869,,,,,,
39,0.171788779116,,,,,,
40,0.169153728053,,,,,,
41,0.165873377933,,,,,,
42,0.161152551921,,,,,,
43,0.159827801581,,,,,,
44,0.159509942103,,,,,,
45,0.155702562212,,,,,,
46,0.153463554972,,,,,,
47,0.152777399066,,,,,,
48,0.150127566032,,,,,,
49,0.14433931472,,,,,,
50,0.143480191527,,,,,,
51,0.142951797143,,,,,,
52,0.141447686425,,,,,,
53,0.141047837609,,,,,,
54,0.138445286064,,,,,,
55,0.137925768537,,,,,,
56,0.136312475159,,,,,,
57,0.136469848551,,,,,,
58,0.136798475115,,,,,,
59,0.135396396137,,,,,,
60,0.134208625938,,,,,,
61,0.133679029955,,,,,,
62,0.133048662969,,,,,,
63,0.132765782333,,,,,,
64,0.132648040319,,,,,,
65,0.130813538368,,,,,,
66,0.126990323562,,,,,,
67,0.125797119359,,,,,,
68,0.124945871528,,,,,,
69,0.124456575481,,,,,,
70,0.123008207547,,,,,,
71,0.12312609819,,,,,,
72,0.122402949683,,,,,,
73,0.121871256057,,,,,,
74,0.122450797982,,,,,,
75,0.121990916864,,,,,,
76,0.121332149666,,,,,,
77,0.120398754926,,,,,,
78,0.120179132167,,,,,,
79,0.120549066261,,,,,,
80,0.119610181963,,,,,,
81,0.119362978736,,,,,,
82,0.118359032342,,,,,,
83,0.118212886204,,,,,,
84,0.117898119557,,,,,,
85,0.115774002697,,,,,,
86,0.115006850081,,,,,,
87,0.113926981474,,,,,,
88,0.113989946159,,,,,,
89,0.112385590256,,,,,,
90,0.111929864089,,,,,,
91,0.111358164123,,,,,,
92,0.11133117226,,,,,,
93,0.110876512918,,,,,,
94,0.109289631197,,,,,,
95,0.108799517483,,,,,,
96,0.108113889174,,,,,,
97,0.107372980391,,,,,,
98,0.105718297804,,,,,,
99,0.105289075256,,,,,,
