Time(Iteration),CascadeUCB
0,0.0
1,0.0
2,1.0
3,1.0
4,1.0
5,2.0
6,2.0
7,2.0
8,2.0
9,3.0
10,3.0
11,4.0
12,4.0
13,4.0
14,4.0
15,4.0
16,4.0
17,4.0
18,5.0
19,5.0
20,5.0
21,6.0
22,6.0
23,7.0
24,7.0
25,8.0
26,9.0
27,10.0
28,10.0
29,10.0
30,10.0
31,11.0
32,13.0
33,13.0
34,13.0
35,14.0
36,14.0
37,15.0
38,16.0
39,17.0
40,18.0
41,18.0
42,18.0
43,19.0
44,19.0
45,20.0
46,20.0
47,22.0
48,22.0
49,22.0
50,22.0
51,22.0
52,22.0
53,22.0
54,23.0
55,23.0
56,23.0
57,23.0
58,23.0
59,23.0
60,23.0
61,24.0
62,24.0
63,25.0
64,25.0
65,25.0
66,25.0
67,25.0
68,25.0
69,26.0
70,27.0
71,27.0
72,28.0
73,28.0
74,28.0
75,28.0
76,28.0
77,28.0
78,28.0
79,29.0
80,29.0
81,29.0
82,29.0
83,29.0
84,29.0
85,29.0
86,29.0
87,29.0
88,30.0
89,31.0
90,31.0
91,32.0
92,32.0
93,32.0
94,32.0
95,33.0
96,33.0
97,34.0
98,34.0
99,34.0
100,35.0
101,35.0
102,35.0
103,36.0
104,36.0
105,36.0
106,36.0
107,36.0
108,36.0
109,37.0
110,37.0
111,37.0
112,37.0
113,37.0
114,37.0
115,38.0
116,38.0
117,38.0
118,39.0
119,39.0
120,39.0
121,41.0
122,41.0
123,41.0
124,41.0
125,41.0
126,41.0
127,42.0
128,42.0
129,42.0
130,43.0
131,43.0
132,43.0
133,44.0
134,44.0
135,44.0
136,44.0
137,45.0
138,45.0
139,45.0
140,46.0
141,46.0
142,47.0
143,47.0
144,47.0
145,47.0
146,47.0
147,47.0
148,47.0
149,47.0
150,47.0
151,48.0
152,49.0
153,49.0
154,50.0
155,51.0
156,51.0
157,52.0
158,53.0
159,53.0
160,54.0
161,54.0
162,54.0
163,54.0
164,54.0
165,54.0
166,56.0
167,57.0
168,57.0
169,57.0
170,57.0
171,58.0
172,59.0
173,59.0
174,59.0
175,59.0
176,61.0
177,62.0
178,62.0
179,62.0
180,62.0
181,62.0
182,62.0
183,62.0
184,63.0
185,65.0
186,66.0
187,67.0
188,67.0
189,67.0
190,69.0
191,69.0
192,69.0
193,69.0
194,69.0
195,69.0
196,70.0
197,70.0
198,70.0
199,71.0
200,71.0
201,71.0
202,73.0
203,73.0
204,74.0
205,75.0
206,75.0
207,75.0
208,75.0
209,75.0
210,76.0
211,78.0
212,78.0
213,78.0
214,79.0
215,80.0
216,80.0
217,80.0
218,80.0
219,80.0
220,82.0
221,82.0
222,82.0
223,83.0
224,83.0
225,84.0
226,85.0
227,87.0
228,87.0
229,87.0
230,87.0
231,87.0
232,88.0
233,88.0
234,89.0
235,90.0
236,90.0
237,90.0
238,90.0
239,90.0
240,92.0
241,92.0
242,93.0
243,93.0
244,94.0
245,95.0
246,97.0
247,97.0
248,97.0
249,97.0
250,97.0
251,97.0
252,98.0
253,98.0
254,98.0
255,100.0
256,100.0
257,100.0
258,100.0
259,100.0
260,100.0
261,100.0
262,101.0
263,101.0
264,102.0
265,102.0
266,102.0
267,102.0
268,103.0
269,103.0
270,103.0
271,105.0
272,105.0
273,105.0
274,105.0
275,106.0
276,108.0
277,108.0
278,108.0
279,109.0
280,109.0
281,110.0
282,110.0
283,110.0
284,110.0
285,110.0
286,110.0
287,111.0
288,111.0
289,111.0
290,111.0
291,112.0
292,112.0
293,112.0
294,112.0
295,112.0
296,112.0
297,113.0
298,113.0
299,113.0
300,113.0
301,113.0
302,114.0
303,114.0
304,114.0
305,115.0
306,115.0
307,115.0
308,115.0
309,116.0
310,116.0
311,116.0
312,116.0
313,116.0
314,117.0
315,117.0
316,117.0
317,117.0
318,117.0
319,117.0
320,118.0
321,118.0
322,118.0
323,119.0
324,120.0
325,120.0
326,120.0
327,120.0
328,120.0
329,120.0
330,120.0
331,120.0
332,121.0
333,121.0
334,121.0
335,122.0
336,122.0
337,122.0
338,122.0
339,123.0
340,123.0
341,125.0
342,125.0
343,126.0
344,126.0
345,128.0
346,129.0
347,130.0
348,133.0
349,133.0
350,133.0
351,133.0
352,133.0
353,133.0
354,133.0
355,134.0
356,134.0
357,134.0
358,136.0
359,136.0
360,136.0
361,137.0
362,137.0
363,137.0
364,139.0
365,139.0
366,139.0
367,139.0
368,139.0
369,139.0
370,139.0
371,139.0
372,139.0
373,142.0
374,144.0
375,144.0
376,145.0
377,146.0
378,148.0
379,148.0
380,148.0
381,148.0
382,148.0
383,148.0
384,150.0
385,150.0
386,150.0
387,150.0
388,151.0
389,151.0
390,152.0
391,153.0
392,153.0
393,153.0
394,153.0
395,153.0
396,153.0
397,153.0
398,153.0
399,154.0
400,155.0
401,156.0
402,156.0
403,158.0
404,159.0
405,159.0
406,159.0
407,160.0
408,160.0
409,160.0
410,160.0
411,160.0
412,160.0
413,161.0
414,161.0
415,161.0
416,161.0
417,162.0
418,162.0
419,162.0
420,162.0
421,163.0
422,164.0
423,164.0
424,165.0
425,166.0
426,166.0
427,166.0
428,167.0
429,168.0
430,168.0
431,169.0
432,169.0
433,169.0
434,169.0
435,169.0
436,169.0
437,170.0
438,170.0
439,170.0
440,170.0
441,170.0
442,171.0
443,171.0
444,171.0
445,171.0
446,171.0
447,171.0
448,171.0
449,172.0
450,173.0
451,174.0
452,175.0
453,176.0
454,176.0
455,176.0
456,176.0
457,176.0
458,176.0
459,177.0
460,177.0
461,178.0
462,178.0
463,178.0
464,178.0
465,178.0
466,178.0
467,178.0
468,178.0
469,178.0
470,178.0
471,180.0
472,180.0
473,180.0
474,180.0
475,180.0
476,180.0
477,182.0
478,182.0
479,182.0
480,182.0
481,182.0
482,182.0
483,182.0
484,183.0
485,183.0
486,183.0
487,185.0
488,185.0
489,185.0
490,185.0
491,185.0
492,185.0
493,185.0
494,185.0
495,185.0
496,185.0
497,185.0
498,185.0
499,185.0
500,185.0
501,185.0
502,185.0
503,185.0
504,185.0
505,185.0
506,185.0
507,185.0
508,186.0
509,186.0
510,186.0
511,187.0
512,188.0
513,188.0
514,188.0
515,188.0
516,189.0
517,189.0
518,189.0
519,189.0
520,189.0
521,190.0
522,190.0
523,191.0
524,191.0
525,191.0
526,191.0
527,191.0
528,191.0
529,191.0
530,191.0
531,192.0
532,193.0
533,193.0
534,193.0
535,193.0
536,193.0
537,194.0
538,195.0
539,195.0
540,195.0
541,195.0
542,195.0
543,195.0
544,195.0
545,195.0
546,196.0
547,196.0
548,197.0
549,198.0
550,199.0
551,199.0
552,199.0
553,199.0
554,200.0
555,200.0
556,200.0
557,201.0
558,201.0
559,201.0
560,201.0
561,202.0
562,202.0
563,202.0
564,203.0
565,204.0
566,204.0
567,205.0
568,206.0
569,206.0
