Time(Iteration),LinUCBCoTheta,,,,,,
0,0.747638788013,,,,,,
1,0.737217082545,,,,,,
2,0.714251002249,,,,,,
3,0.685684639872,,,,,,
4,0.669516806409,,,,,,
5,0.645019507432,,,,,,
6,0.617214256843,,,,,,
7,0.588948735497,,,,,,
8,0.567146137609,,,,,,
9,0.54856266238,,,,,,
10,0.533959227339,,,,,,
11,0.510033726978,,,,,,
12,0.473105896784,,,,,,
13,0.4669568834,,,,,,
14,0.452572275323,,,,,,
15,0.425129917066,,,,,,
16,0.409984022307,,,,,,
17,0.398069249566,,,,,,
18,0.388242061653,,,,,,
19,0.360175597784,,,,,,
20,0.342023861261,,,,,,
21,0.320618102269,,,,,,
22,0.315755245756,,,,,,
23,0.300288277517,,,,,,
24,0.290702061013,,,,,,
25,0.284460518605,,,,,,
26,0.273818335057,,,,,,
27,0.269531048701,,,,,,
28,0.264593227217,,,,,,
29,0.255183520115,,,,,,
30,0.248137152623,,,,,,
31,0.230690516007,,,,,,
32,0.224251245021,,,,,,
33,0.217986836834,,,,,,
34,0.209538625956,,,,,,
35,0.203901410121,,,,,,
36,0.200122753547,,,,,,
37,0.198297446009,,,,,,
38,0.184327457648,,,,,,
39,0.17945457723,,,,,,
40,0.177152771559,,,,,,
41,0.166512296056,,,,,,
42,0.162956470469,,,,,,
43,0.158936419893,,,,,,
44,0.158040606969,,,,,,
45,0.156473028594,,,,,,
46,0.147758448672,,,,,,
47,0.145427141918,,,,,,
48,0.143344183163,,,,,,
49,0.140718471788,,,,,,
50,0.137997865329,,,,,,
51,0.136329080766,,,,,,
52,0.13255414726,,,,,,
53,0.131682738175,,,,,,
54,0.131103693156,,,,,,
55,0.129489162803,,,,,,
56,0.12813237825,,,,,,
57,0.127592117149,,,,,,
58,0.126871384436,,,,,,
59,0.125992414985,,,,,,
60,0.124249585646,,,,,,
61,0.11961575177,,,,,,
62,0.117858314751,,,,,,
63,0.115939230033,,,,,,
64,0.114627820776,,,,,,
65,0.114075016808,,,,,,
66,0.113098023759,,,,,,
67,0.112582997895,,,,,,
68,0.111092674477,,,,,,
69,0.109148101613,,,,,,
70,0.107743896769,,,,,,
71,0.104781592709,,,,,,
72,0.103503400625,,,,,,
73,0.101306249679,,,,,,
74,0.100473144612,,,,,,
75,0.098868548734,,,,,,
76,0.0987132542121,,,,,,
77,0.0975747810765,,,,,,
78,0.0970625111471,,,,,,
79,0.0964525008301,,,,,,
80,0.0944107379901,,,,,,
81,0.0932477730082,,,,,,
82,0.0906761275912,,,,,,
83,0.0903980599896,,,,,,
84,0.0891167360686,,,,,,
85,0.0869550296879,,,,,,
86,0.0858492020497,,,,,,
87,0.0851850392513,,,,,,
88,0.0841784340189,,,,,,
89,0.0839451182047,,,,,,
90,0.0826648484099,,,,,,
91,0.0819055010825,,,,,,
92,0.0810167247848,,,,,,
93,0.081023914579,,,,,,
94,0.0798088434016,,,,,,
95,0.0770337022097,,,,,,
96,0.0764770102195,,,,,,
97,0.07559691961,,,,,,
98,0.0753552684267,,,,,,
99,0.0743229105052,,,,,,
