Time(Iteration),LinUCBCoTheta,,,,,,
0,0.708428859512,,,,,,
1,0.680371143172,,,,,,
2,0.651031166659,,,,,,
3,0.624351510982,,,,,,
4,0.581615511431,,,,,,
5,0.533982901485,,,,,,
6,0.514756080664,,,,,,
7,0.489678973665,,,,,,
8,0.456363169753,,,,,,
9,0.434764287038,,,,,,
10,0.420451622904,,,,,,
11,0.398032657819,,,,,,
12,0.390358111377,,,,,,
13,0.368299756904,,,,,,
14,0.352830408118,,,,,,
15,0.346786271712,,,,,,
16,0.3230839065,,,,,,
17,0.309543753518,,,,,,
18,0.286399967887,,,,,,
19,0.280715331791,,,,,,
20,0.277261276185,,,,,,
21,0.270726990356,,,,,,
22,0.261297880002,,,,,,
23,0.25856241131,,,,,,
24,0.249425208338,,,,,,
25,0.238944698041,,,,,,
26,0.226185948818,,,,,,
27,0.223627090911,,,,,,
28,0.218967501452,,,,,,
29,0.216837034112,,,,,,
30,0.208186250953,,,,,,
31,0.204585087346,,,,,,
32,0.195629841453,,,,,,
33,0.190914906948,,,,,,
34,0.186226284502,,,,,,
35,0.181527090234,,,,,,
36,0.179000322788,,,,,,
37,0.172728587712,,,,,,
38,0.168998454826,,,,,,
39,0.167286312252,,,,,,
40,0.165799108858,,,,,,
41,0.151045076379,,,,,,
42,0.143489463875,,,,,,
43,0.138295172323,,,,,,
44,0.138581623788,,,,,,
45,0.137060362904,,,,,,
46,0.134499713329,,,,,,
47,0.132334294511,,,,,,
48,0.130652545054,,,,,,
49,0.128032499115,,,,,,
50,0.127933430765,,,,,,
51,0.12681884221,,,,,,
52,0.125984105276,,,,,,
53,0.126157943005,,,,,,
54,0.124849583071,,,,,,
55,0.124383086169,,,,,,
56,0.123975422439,,,,,,
57,0.123026178217,,,,,,
58,0.122271106867,,,,,,
59,0.120540923472,,,,,,
60,0.119073642765,,,,,,
61,0.118079298103,,,,,,
62,0.114293459919,,,,,,
63,0.113704325168,,,,,,
64,0.111605771166,,,,,,
65,0.110116194798,,,,,,
66,0.110390060592,,,,,,
67,0.107558695848,,,,,,
68,0.104166265089,,,,,,
69,0.102909652906,,,,,,
70,0.100202257474,,,,,,
71,0.100000487999,,,,,,
72,0.0994644970922,,,,,,
73,0.0988991083719,,,,,,
74,0.0986408735277,,,,,,
75,0.098351903003,,,,,,
76,0.0984415218342,,,,,,
77,0.0971832256854,,,,,,
78,0.0972396255007,,,,,,
79,0.0956874518728,,,,,,
80,0.0950094107865,,,,,,
81,0.0939627552051,,,,,,
82,0.0934448997673,,,,,,
83,0.0928109175317,,,,,,
84,0.0930539427096,,,,,,
85,0.0922126556391,,,,,,
86,0.0905654324061,,,,,,
87,0.0889730608171,,,,,,
88,0.0884696793275,,,,,,
89,0.0858936371813,,,,,,
90,0.0862000246989,,,,,,
91,0.0858497135498,,,,,,
92,0.0853008888648,,,,,,
93,0.0851846692343,,,,,,
94,0.0851533329556,,,,,,
95,0.0834924619502,,,,,,
96,0.0821664399554,,,,,,
97,0.0816751648915,,,,,,
98,0.0815374864963,,,,,,
99,0.0812161223788,,,,,,
